cipcode,label,cip_level,CIPFamily,CIPDefinition
23.9999,"English Language and Literature/Letters, Other",6,23,Any instructional program in English language and literature not listed above.
24.0101,Liberal Arts and Sciences/Liberal Studies,6,24,"A program that is a structured combination of the arts, biological and physical sciences, social sciences, and humanities, emphasizing breadth of study.  Includes instruction in independently designed, individualized, or regular programs."
24.0102,General Studies,6,24,"An undifferentiated program that includes instruction in the general arts, general science, or unstructured studies."
24.0103,Humanities/Humanistic Studies,6,24,"A program that focuses on combined studies and research in the humanities subjects as distinguished from the social and physical sciences, emphasizing languages, literatures, art, music, philosophy and religion."
24.0199,"Liberal Arts and Sciences, General Studies and Humanities, Other",6,24,"Any single instructional program in liberal arts and sciences, general studies and humanities not listed above."
25.0101,Library and Information Science,6,25,"A program that focuses on the knowledge and skills required to develop, organize, store, retrieve, administer, and facilitate the use of local, remote, and networked collections of information in print, audiovisual, and electronic formats and that prepares individuals for professional service as librarians and information consultants."
25.0102,Children and Youth Library Services,6,25,"A program that prepares individuals to provide library and information services and programming for children and young adults. Includes instruction in information needs of children and young adults, resources and services for children and young adults, literature for youth, storytelling, multi-ethnic materials, library management, and information technology for librarians."
25.0103,Archives/Archival Administration,6,25,"A program that prepares individuals to identify, manage, preserve, and make available records with long-term value for documentation, legal, research, and other purposes. Includes instruction in appraisal and collection development, information and records management, archival preservation, access systems, management of electronic records, archival outreach, and legal and ethical issues."
25.0199,"Library Science and Administration, Other",6,25,Any instructional program in library science and administration not listed above.
25.0301,Library and Archives Assisting,6,25,"A program that prepares individuals to assist professional librarians and archivists. Includes instruction in principles, systems, processes, and procedures of library and archive operation; library resources and services; processes of acquisition, cataloging, storage, and display systems; discovery and retrieval of requested materials; and management of books, periodicals, and other documents and records."
25.9999,"Library Science, Other",6,25,Any instructional program in library science not listed above.
26.0101,"Biology/Biological Sciences, General",6,26,"A general program of biology at the introductory, basic level or a program in biology or the biological sciences that is undifferentiated as to title or content.  Includes instruction in general biology and programs covering a variety of biological specializations."
26.0102,"Biomedical Sciences, General",6,26,"A general, program that focuses on the integrative scientific study of biological issues related to health and medicine, or a program in one or more of the biomedical sciences that is undifferentiated as to title.  Includes instruction in any of the basic medical sciences at the research level; biological science research in biomedical faculties; and general studies encompassing a variety of the biomedical disciplines."
26.0202,Biochemistry,6,26,"A program that focuses on the scientific study of the chemistry of living systems, their fundamental chemical substances and reactions, and their chemical pathways and information transfer systems, with particular reference to carbohydrates, proteins, lipids, and nucleic acids.  Includes instruction in bio-organic chemistry, protein chemistry, bioanalytical chemistry, bioseparations, regulatory biochemistry, enzymology, hormonal chemistry, calorimetry, and research methods and equipment operation."
26.0203,Biophysics,6,26,"A program that focuses on the application of physics principles to the scientific study of the mechanisms of biological processes and assemblies at all levels of complexity.  Includes instruction in research methods and equipment operation and applications to subjects such as bioenergetics, biophysical theory and modeling, electrophysics, membrane biology, channels, receptors and transporters, contractility and muscle function, protein shaping and folding, molecular and supramolecular structures and assemblies, and computational science."
26.0204,Molecular Biology,6,26,"A program that focuses on the scientific study of the structure and function of biological macromolecules and the role of molecular constituents and mechanisms in supramolecular assemblies and cells.  Includes instruction in such topics as molecular signaling and transduction, regulation of cell growth, enzyme substrates and mechanisms of enzyme action, DNA-protein interaction, and applications to fields such as biotechnology, genetics, cell biology, and physiology."
26.0205,Molecular Biochemistry,6,26,"A program that focuses on the scientific relationship of physiological function to the structure and actions of macromolecules and supramolecular assemblies such as multienzyme complexes, membranes, and viruses.  Includes instruction in the chemical mechanisms of regulation and catalysis, protein synthesis and other syntheses, and biomolecular chemical reactions."
26.0206,Molecular Biophysics,6,26,"A scientific program that focuses on the dynamics and interactions of macromolecules and other three-dimensional ultrastructures, the architecture of supramolecular structures, and energy transfer in biomolecular systems.  Includes instruction in energy transduction, structural dynamics, mechanisms of electron and proton transfer in biological systems, bioinformatics, automated analysis, and specialized research techniques."
26.0207,Structural Biology,6,26,"A program that focuses on the scientific study of submolecular and molecular components and assemblies of living systems and how they are organized into functional units such as cells and anatomic tissues.  Includes instruction in glycoprotein, carbohydrate, protein, and nucleic acid structures and chemistry; cytoskeletal structure; nuclear and intracellular structures; molecular recognition; molecular chaperones; transcription and folding; multicellular organization; microtubules and microfilaments; cell differentiation; immunophysics; and DNA sequencing."
26.0208,Photobiology,6,26,"A program that focuses on the scientific study of the effects of light energy on living organisms, the manufacture and processing of luminescence by organisms, and the uses of light in biological research.  Includes instruction in bioluminescence, chronobiology, photomedicine, environmental photobiology, organic photochemistry, photomorphogenesis, photoreceptors and photosensitization, molecular mechanics of photosynthesis, phototechnology, vision, ultraviolet radiation, radiation physics, and spectral research methods."
26.0209,Radiation Biology/Radiobiology,6,26,"A program that focuses on the  effects of radiation on organisms and biological systems.  Includes instruction in particle physics, ionization, and biophysics of radiation perturbations, cellular and organismic repair systems, genetic and pathological effects of radiation, and the measurement of radiation dosages."
26.0210,Biochemistry and Molecular Biology,6,26,"A program of study that combines the biological sub-disciplines of biochemistry and molecular biology. Includes instruction in general biology, general and organic chemistry, physics, biochemistry, molecular biology, immunology, microbiology, genetics, and cellular biology."
26.0299,"Biochemistry, Biophysics and Molecular Biology, Other",6,26,"Any instructional program in biochemistry, biophysics and molecular biology not listed above."
26.0301,Botany/Plant Biology,6,26,"A program that focuses on the scientific study of plants, related microbial organisms, and plant habitats and ecosystem relations.  Includes instruction in plant anatomy and structure, phytochemistry, cytology, plant genetics, plant morphology and physiology, plant ecology, plant taxonomy and systematics, paleobotany, and applications of biophysics and molecular biology."
26.0305,Plant Pathology/Phytopathology,6,26,"A program that focuses on the scientific study of plant diseases and plant health, and the development of disease control mechanisms.  Includes instruction in plant anatomy and physiology, pathogenesis, molecular plant virology, molecular genetics, bacterial epidemiology, causal agent identification, host/agent interactions, disease resistance and response mechanisms, developing plant disease treatments, disease prevention, and disease physiology and control."
26.0307,Plant Physiology,6,26,"A program that focuses on the scientific study of plant internal dynamics and systems, plant-environment interaction, and plant life cycles and processes.  Includes instruction in cell and molecular biology; plant nutrition; plant respiration; plant growth, behavior, and reproduction; photosynthesis; plant systemics; and ecology."
26.0308,Plant Molecular Biology,6,26,"A program that focuses on the application of molecular biology, biochemistry, and biophysics to the study of biomolecular structures, functions, and processes specific to plants and plant substances.  Includes instruction in the biochemistry of plant cells, nuclear-cytoplasmic interactions, molecular cytostructures, photosynthesis, plant molecular genetics, and the molecular biology of plant diseases."
26.0399,"Botany/Plant Biology, Other",6,26,Any instructional program in botany/plant biology not listed above.
26.0401,Cell/Cellular Biology and Histology,6,26,"A program that focuses on the scientific study of the structure, function, and regulation of cells as individual units and as components of larger systems.  Includes instruction in cell chemistry, cellular dynamics, cellular replication and reproduction, cell anatomy, membrane function, organelles, cell adhesion and extracellular matrices, cell dynamics and motility, meiosis and mytosis, signal transduction, regulation, recognition and defense mechanisms, the cell cycle, cell metabolism and respiration, gene expression, and studies of cell types and characteristics."
26.0403,Anatomy,6,26,"A program that focuses on the scientific study of organ systems, tissue structures, and whole bodies together with their cellular and structural components and dynamics.  Includes instruction in cell biology and histology, structural biology, molecular mechanics, regional and gross anatomy, embryology, neuroanatomy, endocrinology and secretory dynamics, and applications to such topics as aging and disease conditions."
26.0404,Developmental Biology and Embryology,6,26,"A program that focuses on the scientific study of embryology, development, and growth of animals and human beings.  Includes instruction in fertilization, oogenesis, histogenesis, gastrulation, and cell differentiation; embryological development including organ and pattern formation, morphogenesis, gene regulation, cell lineage, and fate maps; disease and defect studies; transgenic and evolutionary models of growth and development; and applications to specific organisms and phyla."
26.0405,Neuroanatomy,6,26,Moved from 26.0405 to 26.1502
26.0406,Cell/Cellular and Molecular Biology,6,26,"An integrated, combined program that focuses on the scientific study of cells, cellular systems, and the molecular basis of cell structure and function.  Includes instruction in cell biology, cell chemistry, molecular biology, biophysics, and structural biology."
26.0407,Cell Biology and Anatomy,6,26,"An integrated, combined program that focuses on the scientific study of cell structure, function, and dynamics within the context of organismic, regional, and gross anatomical systems.  Includes instruction in molecular biology, cell biology and histology, structural biology, anatomy, embryology, endocrinology, and applications to specific systems, diseases, defects, and processes."
26.0499,"Cell/Cellular Biology and Anatomical Sciences, Other",6,26,Any instructional program in cell/cellular biology and anatomical sciences not listed above.
26.0502,"Microbiology, General",6,26,"A program that focuses on the scientific study of unicellular organisms and colonies, and subcellular genetic matter and their ecological interactions with human beings and other life.  Includes instruction in microbial genetics, cell biology, cell physiology, virology, pathogenic microbiology, environmental microbiology, immunology, biostatistics, bioinformatics, and laboratory methods including microscopy."
26.0503,Medical Microbiology and Bacteriology,6,26,"A program that focuses on the scientific study of pathogenic bacteria that are significant factors in causing or facilitating human disease.  Includes instruction in the pathogenesis of bacterial diseases, bacterial genetics and physiology, bacterial anatomy and structure, antigens, bacterial reproduction, bacterial adhesion, phagocytes, and the identification of new or mutated bacteria and bacterial agents."
26.0504,Virology,6,26,"A program that focuses on the scientific study of subcellular pieces of genetic material, called viruses, that inhabit living cells in parasitical relationships and their role in disease.  Includes instruction in virus taxonomy and systematics, viral structures, viral genetics, prions, virus/host cell interaction, viral pathogenesis, and applications to specific topics such as cancer biology."
26.0505,Parasitology,6,26,"A program that focuses on the scientific study of biological organisms living in ecologically exploitative and competitive relationships with host organisms, and the role of parasites in causing injury, disease, and environmental damage.  Includes instruction in vector biology, immunoparasitology, medical parasitology, molecular biology of parasitical associations, veterinary and comparative parasitology, chemotherapeutics, and ecological and systematic parasitology."
26.0506,Mycology,6,26,"A program that focuses on the scientific study of fungi, lichenous plants, eukaryotic microorganisms, myxomycetes, and plasmodiophorales and their relationship to diseases in higher plants, animals, and human beings as well as to pharmacologically useful products.  Includes instruction in cell and molecular biology; histopathology; fungal growth and behavior; environmental mycology; antifungal sensitivity; mycoses; pathogens and pathogenesis; pharmacological properties; and computer and laboratory research methods."
26.0507,Immunology,6,26,"A program that focuses on scientific study of the biological mechanisms involved in the pathogenesis of disease, host-pathogen interactions, and host response to disease.  Includes instruction in antigen and antibody structure and function, effector mechanisms, receptors, histocompatibility, host-pathogen recognition, disease modeling, autoimmune systems, antibody formation, cytotoxic responses, regulation of immune response, virulence determinants, intercellular signaling, immunosuppression, immunotherapy, immunogenetics, disease markers, transplantation, antibody humanization, and microbial pathogenesis."
26.0508,Microbiology and Immunology,6,26,"A program that focuses on the scientific study of the microorganisms that cause disease and the host immune response to them. Includes instruction in microbiology, microbial genetics, molecular virology, pathogenic bacteriology, disease mechanisms, immunology, immunogenetics, autoimmunity, and bioinformatics."
26.0599,"Microbiological Sciences and Immunology, Other",6,26,Any instructional program in the microbiological sciences and immunology not listed above.
26.0701,Zoology/Animal Biology,6,26,"A general program that focuses on the scientific study of the biology of animal species and phyla, with reference to their molecular and cellular systems, anatomy, physiology, and behavior.  Includes instruction in molecular and cell biology, microbiology, anatomy and physiology, ecology and behavior, evolutionary biology, and applications to specific species and phyla."
26.0702,Entomology,6,26,"A program that focuses on the scientific study of insect species and populations in respect of their life cycles, morphology, genetics, physiology, ecology, taxonomy, population dynamics, and environmental and economic impacts.  Includes instruction in applicable biological and physical sciences as well as insect toxicology and the biochemical control of insect populations."
26.0707,Animal Physiology,6,26,"A program that focuses on the scientific study of function, morphology, regulation, and intercellular communications and dynamics within vertebrate and invertebrate in animal species, with comparative applications to homo sapiens and its relatives and antecedents.  Includes instruction in reproduction, growth, lactation, digestion, performance, behavioral adaptation, sensory perception, motor action, phylogenetics, biotic and abiotic function, membrane biology, and related aspects of biochemistry and biophysics."
26.0708,Animal Behavior and Ethology,6,26,"A program that focuses on the scientific study of the psychological and neurological bases of animal sensation, perception, cognition, behavior, and behavioral interactions within and outside the species.  Includes instruction in ethology, behavioral neuroscience, neurobiology, behavioral evolution, cognition and sensory perception, motivators, learning and instinct, hormonal controls, reproductive and developmental biology, community ecology, functional behavior, and applications to specific behaviors and patterns as well as to specific phyla and species."
26.0709,Wildlife Biology,6,26,"A program that focuses on the application of biological principles to the study of vertebrate wildlife, wildlife habitats, and related ecosystems in remote and urban areas.  Includes instruction in animal ecology; adaptational biology; urban ecosystems; natural and artificial habitat management; limnology; wildlife pathology; and vertebrate zoological specializations such as mammalogy, herpetology, ichthyology, ornithology, and others."
26.0799,"Zoology/Animal Biology, Other",6,26,Any instructional program in zoology/animal biology not listed above.
26.0801,"Genetics, General",6,26,"A general program that focuses on the scientific study of the organization, recombination, function, regulation, and transmission of heritable information in biological organisms at all levels of complexity.  Includes instruction in Mendelian genetics, mechanisms of gene regulation, chromosome structure and replication, epigenetic phenomena, DNA repair and recombination, sex determination, genetic interactions between genomes, and molecular evolution."
26.0802,Molecular Genetics,6,26,"A program that focuses on the scientific study of genetic structures and mechanisms of organisms, including bacteria, phages, and viruses.  Includes instruction in the replication, expression, transfer, structure, maintenance, and stability of heritable information in DNA, RNA, and proteins; the regulation of these processes; and neurogenetics."
26.0803,Microbial and Eukaryotic Genetics,6,26,"A program that focuses on the  scientific study of the genetics of viruses, infectious agents, organelles, nuclear genomes, eubacteria, archaebacteria, and eukaryotic organisms.  Includes instruction in molecular genetics and evolution, parasitic and symbiotic interaction at the genetic level, epigenetic phenomena, microbial interactions, and genomics."
26.0804,Animal Genetics,6,26,"A program that focuses on the scientific study of the genetics of multicellular animal life forms from the experimental, comparative, and clinical (veterinary and medical) viewpoints.  Includes instruction in molecular genetics, gene expression, gene regulation, genomics, epigenetic phenomena, DNA recombination and repair, genetic interactions at the microbial and higher levels, and molecular evolution."
26.0805,Plant Genetics,6,26,"A program that focuses on the scientific study of the genetics of multicellular plants and fungi as related to botanical research as well as to applications in comparative genetics, ecology and evolutionary studies, clinical studies, and industrial research.  Includes instruction in molecular genetics, gene expression, gene regulation, genomics, epigenetic phenomena, DNA recombination and repair, genetic interactions at the microbial and higher levels, and molecular evolution."
26.0806,Human/Medical Genetics,6,26,"A program that focuses on the scientific study of human genetics from the standpoint of medical applications such as clinical diagnosis, genetic engineering and therapy, transplantation, and the study of genetic diseases and disabilities and their defense.  Includes instruction in human molecular genetics; genetic factors causing disease; changes in gene expression during development, differentiation, and pathogenesis; recombinant DNA; gene therapy; clinical genetics; genetic epidemiology; immunogenetics; cytogenetics; and genetics of specific disorders and diseases."
26.0807,Genome Sciences/Genomics,6,26,"A program that focuses on the scientific study of whole genome sequences and patterns of gene expression. Includes instruction in molecular and cellular biology, genetics, protein technologies, genomic sciences and techniques, bioinformatics, and scientific and research ethics."
26.0899,"Genetics, Other",6,26,Any instructional program in genetics not listed above.
26.0901,"Physiology, General",6,26,"A general program that focuses on the scientific study of the functional dynamics, morphology, and biochemical and biophysical communications within organisms and between living systems at all levels of complexity and integration.  Includes instruction in reproduction, growth, hormonal action, vascular function, respiration, digestion, sensory perception and processing, sensorimotor integration, signal encoding and conveyance, homeostasis, physical function and malfunction, evolutionary physiology, and disease processes."
26.0902,Molecular Physiology,6,26,"A program that focuses on the scientific study of dynamic interactive processes and biochemical communications at the subcellular level.  Includes instruction in ion channels and transporters, molecular signaling pathways, endocrine control and regulation, genetic information transfer, homeostasis and molecular control systems, electrophysiology and sensory mechanisms, protein synthesis, and applicable research methods and technologies."
26.0903,Cell Physiology,6,26,"A program that focuses on the scientific study of physiological processes operating within and among cells, and intracellular communication and behavior, in the context of larger systems and whole organisms.  Includes instruction in cell and molecular biology, molecular physiology, cell cycle control, signal transduction, protein structure, membrane biochemistry and structure, ion channel physics, cell respiration and digestion, secretory functions, cell adhesion and communication, information encoding and decoding, and the relation of cell physiology to tissue, organ, and organismic functioning."
26.0904,Endocrinology,6,26,"A program that focuses on the scientific study of the composition, manufacture, and secretion of protein compounds by cells and glands and the role of endocrine substances in bodily processes.  Includes instruction in protein chemistry, protein secretion, membrane biogenesis and transfer methods, cellular communication, gene and cell regulation, cytochemistry, fractionation, radioautography, and applications such as neuroendocrinology."
26.0905,Reproductive Biology,6,26,"A program that focuses on the scientific study of reproductive processes and biogenesis in animals and human beings.  Includes instruction in reproductive ecology and behavior, reproductive system physiology, endocrinology, developmental biology, neuroendocrinology, evolution and types of reproductive systems, reproductive genetics, physiopathology of reproductive processes, and applications of molecular biology and biophysics to the study of reproductive physiology."
26.0906,Neurobiology and Neurophysiology,6,26,Moved from 26.0906 to 26.1503
26.0907,Cardiovascular Science,6,26,"A program that focuses on the scientific study of the structure and functioning of the heart, vascular system, and blood in animals and human beings and the disorders and diseases associated with the cardiovascular system.  Includes instruction in cardiovascular physiology, blood physiology, vasculature, vascular metabolism, neural control of cardiovascular function, microvascular permeability and membrane transport, cardiac contraction mechanisms, homeostasis, and applications to topics such as arteriosclerosis, heart disease, diabetes, vascular remodeling, transplantation, transfusion, and pacemakers and artificial organs."
26.0908,Exercise Physiology,6,26,"A program that focuses on the scientific study of the physiological processes involved in physical or motor activity, including sensorimotor interactions, response mechanisms, and the effects of injury, disease, and disability.  Includes instruction in muscular and skeletal anatomy; molecular and cellular basis of muscle contraction;  fuel utilization; neurophysiology of motor mechanics; systemic physiological responses (respiration, blood flow, endocrine secretions, and others); fatigue and exhaustion; muscle and body training; physiology of specific exercises and activities; physiology of injury; and the effects of disabilities and disease."
26.0909,Vision Science/Physiological Optics,6,26,"A program that focuses on the scientific study of vision, visual processes, and related phenomena and clinical research and treatment modalities.  Includes instruction in ocular anatomy and physiology, microbiology of the eye, electrophysiology, neurophysiology, corneal physiology, photochemistry, psychophysics, visual biophysics and motor systems, sensory mechanisms and photoreception, eye circulation and metabolism, geometric and physical optics, ocular development across the life span, visual stimuli and perception, color vision, eye motility, biometrics and measurement techniques, visual pathology, and environmental issues."
26.0910,Pathology/Experimental Pathology,6,26,"A program that focuses on the scientific study of the expression, initiation, maintenance and progression of tissue injury and disease, including death, and the relationship of pathogenesis to fundamental molecular and cellular mechanisms.  Includes instruction in immunology, microbiology, gene expression, inflammation, cell injury, apoptosis, immunopathology, molecular markers of disease and toxins, neoplasia, growth regulation, and organ- and system-specific investigations."
26.0911,Oncology and Cancer Biology,6,26,"A program that focuses on the scientific study of carcinogens; the onset of malignancy in cells, tissues, blood, and organs; the genetics of cancer; the anatomy and physiology of cancer cells; and the study of cancer behaviors and treatments.  Includes instruction in gene expression; oncogenes and tumor suppressor genes; viral genes and cancer proliferation; regulation of signal transduction; cancer proteins; hormonal and growth factors in cancer cells; tumor promotion, progression, and metastasis; carcinogen receptors and metabolism; carcinogen ecology; immunological targeting; and studies of genetic, chemical, radiologic and other treatment therapies."
26.0912,Aerospace Physiology and Medicine,6,26,"A program that focuses on the scientific study of the physiological processes involved in low and high-altitude flight and living in space and related low-pressure and low-gravity environments, including sensorimotor interactions, response mechanisms, and the effects of injury, disease, and disability.  Includes instruction in anatomy, molecular and cellular basis of muscle contraction,  fuel utilization, neurophysiology of motor mechanics, systemic physiological responses (respiration, blood flow, endocrine secretions, and others), fatigue and exhaustion, systemic environmental pathologies, muscle and body training, physiology of specific exercises and activities, physiology of injury, and the effects of disabilities and disease."
26.0999,"Physiology, Pathology, and Related Sciences, Other",6,26,"Any instructional program in physiology, pathology, and related sciences not listed above."
26.1001,Pharmacology,6,26,"A program that focuses on the scientific study of drug interactions on biological systems and organisms and the sources, chemical properties, biological effects, and therapeutic uses of drugs.  Includes instruction in pharmacodynamics, pharmacokinetics, toxicology, drug therapeutics, drug action, bodily responses to drug events, biochemical proliferation and differentiation, apoptosis, cell biology, medicinal chemistry, and studies of specific drugs and drug interactions."
26.1002,Molecular Pharmacology,6,26,"A program that focuses on the scientific study of the biochemical and biophysical characteristics of drugs at the molecular level and their interaction with, and effects on, biological macromolecules and cellular structures and processes.  Includes instruction in molecular biology and biophysics; pharmacology of signal transduction, transmitters, and protein synthesis and release; receptors, protein interaction and binding; drug discovery and recognition; molecular toxicology; drug design; pharmacodynamics; developmental genetics; and studies of therapeutic strategies."
26.1003,Neuropharmacology,6,26,"A program that focuses on the scientific study of drugs that modify the function of the brain and central nervous system, the effects of such drugs on health, disease, perception, motor action, and behavior; and the development of countermeasures and treatment therapies.  Includes instruction in neuroanatomy, neurophysiology, behavioral neuroscience, neurobiochemistry, neuropathology, the mechanisms of brain function, medicinal chemistry, pharmaceutics, and studies of specific drugs and drug therapies."
26.1004,Toxicology,6,26,"A program that focuses on the scientific study of poisons and other biohazards; their interactions with organisms and their food and respiratory systems; and their prevention, management, and counteraction.  Includes instruction in toxicological biochemistry, toxic agents and transporters, toxin fate, toxicokinetics and metabolism, toxin classification, molecular toxic mechanisms, extracellular matrices and cell function, bacterial pathogenesis and mutagenesis, pathophysiology and apoptosis, cell stress and injury, studies of specific toxins, and studies of specific organ systems and physiological functions in relation to toxicological problems."
26.1005,Molecular Toxicology,6,26,"A program that focuses on the scientific study of the genetic determinants of susceptibility to external pollutants and poisons; the interaction of toxic agents with biological systems at the molecular and cellular levels; and the development of countermeasures and treatments.  Includes instruction in pharmacogenetics, biomolecular structure, gene expression and regulation, transgenic modeling, toxic events signaling, transcriptional activation, mutagenesis and carcinogenesis, pulmonary toxicology, xenobiotic metabolism, oxidative stress, risk assessment, molecular dosimetry, and studies of specific toxins and treatment therapies."
26.1006,Environmental Toxicology,6,26,"A program that focuses on the scientific study of the health effects associated with exposure to toxic chemicals and systems occurring in the natural, work, and living environments; the management of environmental toxins and toxicity; and the development of protections for humans, animals, and plants.  Includes instruction in applied ecology; microbiology; toxin transport, fate, and degradation; dermal toxicology; reproductive and genetic toxicology; atmospheric and environmental chemistry; metals toxicology; environmental mutagens and biotransformation; nutrient interaction; chemical sensitivity, disorders, and disease; risk assessment; animal waste management; environmental health; and hazardous materials management."
26.1007,Pharmacology and Toxicology,6,26,"A program with an integrated, combined approach to the study of pharmacological and toxicological issues in biology and the biomedical sciences.  Includes instruction in topics such as solvents, xenobiotic metabolism, chemical toxicity, neurotoxicology, immunopharmacology, biotransformation, tissue culture and in vitro studies, biomolecular analysis, bioactivation and inactivation, enzyme regulation, chemoprevention and chemotherapy, industrial  and chemical studies, radiation health, and bioinformatics."
26.1099,"Pharmacology and Toxicology, Other",6,26,Any instructional program in pharmacology and toxicology not listed above.
26.1101,Biometry/Biometrics,6,26,"A program that focuses on the application of statistics and other computational methods to the study of problems in the biological sciences and related fields in agriculture and natural resources.  Includes instruction in computational biology, mathematical statistics, matrix algebra, applied calculus, experimental design, linear modeling, sampling theory, stochastic processes, spatial and temporal analysis, longitudinal analysis, sparse/unbalanced data and complex error, and applications to such topics as population genetics, animal breeding, forest genetics, population dynamics, wildlife biometry, ecology, and agricultural and natural resource management."
26.1102,Biostatistics,6,26,"A program that focuses on the application of descriptive and inferential statistics to biomedical research and clinical, public health, and industrial issues related to human populations.  Includes instruction in mathematical statistics, modeling, clinical trials methodology, disease and survival analysis, longitudinal analysis, missing data analysis, spatial analysis, computer tomography, biostatistics consulting, and applications to such topics as genetics, oncology, pharmacokinetics, physiology, neurobiology, and biophysics."
26.1103,Bioinformatics,6,26,"A program that focuses on the application of computer-based technologies and services to biological, biomedical, and biotechnology research.  Includes instruction in algorithms, network architecture, principles of software design, human interface design, usability studies, search strategies, database management and data mining, digital image processing, computer graphics and animation, CAD, computer programming, and applications to experimental design and analysis and to specific quantitative, modeling, and analytical studies in the various biological specializations."
26.1104,Computational Biology,6,26,"A program that focuses on computational theoretical approaches to understanding biological systems, including computational models of biological processes, computational management of large-scale projects, database development and data-algorithm development, and high-performance computing, as well as statistical and mathematical analyses."
26.1199,"Biomathematics, Bioinformatics, and Computational Biology, Other",6,26,"Any instructional program in biomathematics, bioinformatics, and computational biology not listed above."
26.1201,Biotechnology,6,26,"A program that focuses on the application of the biological sciences, biochemistry, and genetics to the preparation of new and enhanced agricultural, environmental, clinical, and industrial products, including the commercial exploitation of microbes, plants, and animals.  Includes instruction in bioinformatics, gene identification, phylogenetics and comparative genomics, bioinorganic chemistry, immunoassaying, DNA sequencing, xenotransplantation, genetic engineering, industrial microbiology, drug and biologic development, enzyme-based production processes, patent law, biotechnology management and marketing, applicable regulations, and biotechnology ethics."
26.1301,Ecology,6,26,"A program that focuses on the scientific study of the relationships and interactions of small-scale biological systems, such as organisms, to each other, to complex and whole systems, and to the physical and other non-biological aspects of their environments.  Includes instruction in biogeochemistry; landscape and/or marine/aquatic dynamics; decomposition; global and regional elemental budgets; biotic and abiotic regulation of nutrient cycles; ecophysiology; ecosystem resilience, disturbance, and succession; community and habitat dynamics; organismal interactions (co-evolution, competition, predation); paleoecology; and evolutionary ecology."
26.1302,Marine Biology and Biological Oceanography,6,26,"A program that focuses on the scientific study of the ecology and behavior of microbes, plants, and animals inhabiting oceans, coastal waters, and saltwater wetlands and their interactions with the physical environment.  Includes instruction in chemical, physical, and geological oceanography; molecular, cellular, and biochemical studies; marine microbiology; marine botany; ichthyology; mammalogy; marine population dynamics and biodiversity; reproductive biology; studies of specific species, phyla, habitats, and ecosystems; marine paleocology and palentology; and applications to fields such as fisheries science and biotechnology."
26.1303,Evolutionary Biology,6,26,"A program that focuses on the scientific study of the genetic, developmental, functional, and morphological patterns and processes, and theoretical principles; and the emergence and mutation of organisms over time.  Includes instruction in molecular and morphological systematics; genetics and development; evolutionary transformation; paleobiology and paleontology; morphogenesis; mutation; locomotor, biomechanical and craniodental form and function; evolutionary theory; and systematic biology."
26.1304,Aquatic Biology/Limnology,6,26,"A program that focuses on the scientific study of the ecology and behavior of microbes, plants, and animals inhabiting inland fresh waters such as lakes, ponds, rivers, creeks, estuaries, and wetlands.  Includes instruction in geology and hydrology; aquatic ecosystems; microbiology; mycology; botany; ichthyology; mammalogy; population biology and biodiversity; studies of specific species, phyla, and habitats; and applications to fields such as natural resources conservation, fisheries science, and biotechnology."
26.1305,Environmental Biology,6,26,"A program that focuses on the scientific study of the origins, functions, relationships, interactions, and natural history of living populations, communities, species, and ecosystems in relation to dynamic environmental processes.  Includes instruction in biodiversity, molecular genetic and genomic evolution, mesoscale ecology, computational biology and modeling, conservation biology, local and global environmental change, and restoration ecology."
26.1306,Population Biology,6,26,"A program that focuses on the scientific study of the natural history, life cycle behavior, and ecosystem dynamics of single species and multi-species communities, and the patterns and causes of diversity within and among such populations.  Includes instruction in biostatistics, population dynamics, population and quantitative genetics, RNA and DNA sequences, genomics, evolutionary ecology, natural adaptation and hybridization, geographic differentiation, life history and life cycle studies, and animal and plant demography."
26.1307,Conservation Biology,6,26,"A program that focuses on the application of the biological sciences to the specific problems of biodiversity, species preservation, ecological sustainability, and habitat fragmentation in the face of advancing human social, economic, and industrial pressures.  Includes instruction in ecology, environmental science, biological systems, extinction theory, human-animal and human-plant interaction, ecosystem science and management, wetland conservation, field biology, forest and wildlife biology, and natural history."
26.1308,Systematic Biology/Biological Systematics,6,26,"A program that focuses on the theoretical and empirical study of the principles and processes underlying the origin and maintenance of biological taxonomic diversity; related biogeographical and evolutionary patterns; and studies of the origin, diversification, distribution, and extinction of species and lineages.  Includes instruction in phylogenetic analysis, structural development and molecular evolution, classification and taxonomic theory, biological nomenclature, taxonomic assignment, evolutionary theory, biological surveys and inventories, computer modeling, and database building."
26.1309,Epidemiology,6,26,"A program that focuses on the scientific study of disease, disability, and trauma patterns within and across populations and the development of health management mechanisms to prevent and control disease outbreaks and injurious behaviors.  Includes instruction in biostatistics, biochemistry, molecular biology, immunology, disease and injury determinants, genetic disease and disability factors, behavioral studies, health services research, environmental disease and injury factors, and population studies."
26.1310,Ecology and Evolutionary Biology,6,26,"A program that focuses on the scientific study of the relationships and interactions across levels of biological organization--genes and genomes, organisms, species, and ecosystems--and how these change over time, including the origins and history of species, the processes by which biodiversity has evolved, and the ecological context in which this evolution takes place. Includes instruction in animal, plant, population, functional, evolutionary, and ecosystem ecology; ecological and evolutionary genetics; molecular evolution; population and conservation biology; animal and plant diversity; biometry; and scientific and research ethics."
26.1399,"Ecology, Evolution, Systematics and Population Biology, Other",6,26,"Any instructional program in ecology, evolution, and systematics not listed above."
